,name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
1562,Lalchee's Rasoi,0,No,3.6outof5,"Rolls, Chicken Curry, Hara Bhara Kebab, Egg Masala, Egg Curry, Naan, Roti",500
1563,Kailash Parbat,0,No,2.7outof5,"Chole, Chaat, Gulab Jamun, Dahipuri, Sev Puri, Bhel Puri, Pakoda",300
1564,Just Bake,0,No,,,400
1565,Goli Vada Pav No 1,0,No,,,150
1566,Kitchen King,0,No,,,250
1567,Gowdru Hatti Nati Style,0,No,,,350
1568,Dream's Kitchen,0,No,3.1outof5,,700
1569,MOYASS,0,No,,,600
1570,Tandoor Hut,0,No,2.2outof5,"Noodles, Tandoori Chicken",750
1571,The Chocolatiers,0,No,3.5outof5,,150
1572,Ballava,0,No,3.3outof5,,400
1573,Zaika Take Away,0,No,2.4outof5,"Butter Naan, Kadhai Mushroom",500
1574,Sapid,0,No,,,250
1575,Sapid.in,0,No,,,350
1576,Hotel Muthu,0,No,,,200
1577,Orlando's Pizzeria,0,No,,,800
1578,Healthy Smoothie,0,No,,,300
1579,Snackiey,0,No,3.5outof5,,250
1580,Hotel Shyam Mangalam & Catering Service,0,No,,,400
1581,Sheer Kurma,0,No,,,300
1582,Thalassery Food Court,0,No,,,500
1583,House Of Candy,0,No,,,200
1584,Oye Bubly,0,No,,,200
1585,Doddamma Devi Juice & Chats Centre,0,No,,,200
1586,Kabab Corner,0,No,,,400
1587,Sandwich Mamas,0,No,3.2outof5,,300
1588,The Shake Factory Originals,0,No,3.3outof5,,200
1589,Foodiction,0,No,2.9outof5,,500
1590,Hotel Lakshmi Paradise,0,No,3.3outof5,,400
1591,Kamat,0,No,,,300
1592,Jugz Cafe,0,No,,,250
1593,Taste Of Home,0,No,,,300
1594,The Punjabi Tadka,0,No,,,200
1595,Desi Bites,0,No,3.3outof5,,200
1596,Shiv Sai,0,No,3.2outof5,,400
1597,Dastarkhan,0,No,NEW,,400
1598,Sri Banashankari Biryani Kabab Centre,0,No,,,100
1599,The Sandesh Factory,0,No,,,150
1600,Adi's Cake N Cafe,0,No,,,400
1601,D Fusion,0,No,,,400
1602,The Right Moo Organic Icecreams,0,No,,,300
1603,Swad Family Restaurant,0,No,,,650
1604,Bread & Better,0,No,,,50
1605,Papa Khan Biryani,0,No,,,300
1606,Vah Biryani,0,No,,,300
1607,9 Tea,0,No,,,200
1608,Gobble Up,0,No,,,200
1609,Sri Annalakshmi,0,No,,,200
1610,Magadh Jalpan,0,No,,,200
1611,Annam Ilaiyil,0,No,,,450
1612,Kopper Pot,0,No,,,500
1613,Chillax Point,0,No,,,300
1614,Little Sweetooth,0,No,,,300
1615,Tandoor Plaza,0,No,,,500
1616,Chef Snow,0,No,,,300
1617,Northway Cuisine,0,No,NEW,,350
1618,Udupi Biriyani Point,0,No,,,190
1619,Fresh Code,0,No,,,300
1620,A-1 Chicken Biriyani & Kababs,0,No,,,200
1621,The Ocean Kitchen,0,No,NEW,,200
1622,Smooth,0,No,NEW,,200
1623,Om Nom Thai,0,No,,,400
1624,D2V Cafe,0,No,3.6outof5,,700
1625,The Juicy,0,No,3.5outof5,,100
1626,Feast and Burp,0,No,3.3outof5,,300
1627,Mr Shawarma,0,No,,,200
1628,Chocolate Junction,0,No,,,200
1629,Pohawala,0,No,,,100
1630,Wellness Cafe,0,No,,,400
1631,Zengi Pub & Restaurant,0,No,3.7outof5,,900
1632,Cafe Indiana,0,No,3.5outof5,,600
1633,Cafe Choco Craze,0,No,3.7outof5,,400
1634,Stajasia Ahara,0,No,,,100
1635,Zainee Home food,0,No,,,300
1636,Pumpkin Food Workshop,0,No,,,350
1637,Ammi's Biryani,0,No,2.4outof5,"Chicken Biryani, Hyderabadi Biryani, Rolls, Mutton Biryani, Raita, Kheer, Vegetable Biryani",500
1638,Multi Cakes,0,No,3.0outof5,,200
1639,Bhukkad,0,No,3.1outof5,,250
1640,WOW Laddus,0,No,,,800
1641,Ambur Hotel,0,No,,,250
1642,Malhar Maharashtrian Cuisine,0,No,4.0outof5,"Brinjal Curry, Misal Pav, Chicken Thali, Chicken Kolhapuri, Sabudana Vada, Veg Thali",500
1643,Mandi,0,Yes,3.8outof5,"Phirni, Chaat, Noodles, Rasgulla, Rabri, Butter Naan, Jalebi",800
1644,Pallavi North Indian Veg Restaurant,0,No,3.7outof5,"Butter Paneer, Butter Naan, Panneer Butter Masala, Tandoori Roti",450
1645,Restro Cafe,0,No,3.8outof5,,400
1646,Idly Pidly,0,No,3.2outof5,Tea,250
1647,Vasudev Adiga's,0,No,2.3outof5,"Coffee, Masala Dosa, Curd Rice, Idli Vada",250
1648,The Biryani House,0,No,,,400
1649,TGI Fridays,0,Yes,3.9outof5,"Cocktails, Salads, Burgers, Long Island Iced Tea, Tacos, Nachos, Steak","1,700"
1650,Just Bake,0,No,2.6outof5,,400
1651,Earth Plate Express,0,No,3.9outof5,,600
1652,Gharelu Zaika,0,No,3.7outof5,,250
1653,Sardarji Londonwaley,0,No,NEW,,450
1654,Apsara Ice Cream,0,No,4.0outof5,Panipuri,200
1655,Jiyo Natural,0,No,3.6outof5,,300
1656,Suji's Kitchen,0,No,,,300
1657,Delicious Night,0,No,,,200
1658,Zyksha,0,No,3.4outof5,,200
1659,Biryani Times,0,No,3.5outof5,,300
1660,Hotel Sri Annapoorneshwari Vegetarian,0,No,,,200
1661,KHANAPUR TIFFINS,0,No,,,250
1662,Papa Khan Rasoi,0,No,,,
1663,Sambram,0,No,,,800
1664,Targaryen's Kitchen,0,No,3.6outof5,Tandoori Chicken,600
1665,Sakshi,0,No,3.0outof5,,550
1666,MK Dabbawala,0,No,3.0outof5,,400
1667,Desi Vibes,0,No,3.7outof5,Malai Kofta,400
1668,Polar Bear,0,No,NEW,,150
1669,Aman Chaat's And Fast Food Corner,0,No,,,150
1670,The French Loaf,0,No,2.9outof5,,400
1671,Kulfi & More,0,No,3.7outof5,"Faluda, Rabri, Malai Kulfi",150
1672,Dal Roti,0,No,3.7outof5,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",150
1673,Deja Vu Resto Bar,0,Yes,4.4outof5,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",900
1674,Jhasaa,0,No,3.2outof5,,500
1675,Wat-a-Biryani,0,No,,,500
1676,Status,0,No,3.2outof5,Prompt Service,600
1677,Juice Fresco & Pizza,0,No,3.4outof5,,300
1678,BMR Hyderabad Biryani,0,No,3.6outof5,,400
1679,Red Chilli,0,No,,,400
1680,Dakshin Food Palace,0,No,3.7outof5,,450
1681,Darjeeling Momo Adda,0,No,3.1outof5,,200
1682,Bottle Breacher,0,Yes,4.1outof5,"Chicken Biryani, Mocktails, Pizza, Cocktails, Beer, Pork Ribs, Nachos","1,200"
1683,Special Biriyani,0,No,2.9outof5,,300
1684,Ministry of Burger,0,No,,,500
1685,Sattvam,0,No,4.3outof5,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani","1,200"
1686,Delhi Food Factory,0,No,,,500
1687,The Tucck Box,0,No,3.4outof5,,300
1688,Swad Plaza,0,No,3.4outof5,,400
1689,Just Bite@Late Night,0,No,,,300
1690,Sweet Chariot,0,No,2.8outof5,,500
1691,Sri Balaji Chats and Icecreams,0,No,,,250
1692,Desi Aahar,0,No,NEW,,400
1693,Bhojan@99,0,No,NEW,,200
1694,Kesariya,0,Yes,4.2outof5,"Kheer, Fruit Cream, Panipuri, Rajasthani Thali, Kulfi, Shrikhand, Dal Bati","1,200"
1695,Swad Restaurant,0,No,3.7outof5,"Thali, Paratha, Dal Kichadi",550
1696,Checkpost,0,No,4.1outof5,"Filter Kaapi, Coffee, Egg Curry, Neer Dosa, Kadala Curry, Ghee Idli, Noodles",400
1697,Nourich,0,Yes,NEW,,800
1698,Karavali Grand,0,Yes,NEW,,600
1699,Mango Greens,0,Yes,3.9outof5,,900
1700,Nandhini Paradise,0,No,3.8outof5,"Ghee Rice, Hyderabadi Biryani, Butter Naan, Chicken Guntur, Thali",600
1701,New Kabab Plaza,0,No,3.7outof5,"Shawarma Roll, Chicken Grill, Tandoori Chicken, Chicken Wings, Ghee Rice, Pulpy Grape Juice",500
1702,Coastal Mama,0,Yes,4.1outof5,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Buttermilk",700
1703,Wudfyr,0,No,NEW,,700
1704,Waah Biryani,0,No,3.8outof5,"Biryani, Butter Chicken, Chicken Wings, Tandoori Chicken, Chicken Grill, Arabian Grape Juice",350
1705,Rara Avis,0,No,3.9outof5,Chicken Curry,400
1706,Chillz,0,No,3.5outof5,,100
1707,Sri Lakshmi Curries & Pickles,0,No,2.9outof5,,400
1708,Baskin Robbins,0,No,3.9outof5,Mississippi Mud,250
1709,The Punjabi Rasoi,0,No,NEW,,800
1710,Royal Chef Naati Oota,0,No,4.0outof5,"Chicken Biryani, Donne Biryani, Chilli Chicken, Mutton Chops, Paratha, Mutton Biryani, Nati Biryani",500
1711,The Crazy Wall,0,No,,,600
1712,Vasantha Grand,0,No,NEW,,250
1713,Cafe Hops,0,No,3.7outof5,,300
1714,Flow - Terrace Bar & Grill,0,No,3.8outof5,"Cocktails, Pizza, Chicken Tikka, Fish, Burgers, Nachos, Almond Flakes","1,000"
1715,Ningi Family Restaurant,0,No,3.5outof5,,400
1716,Lassi Corner,0,No,NEW,,200
1717,Advika Briyani Center,0,No,3.4outof5,,300
1718,Chill Magic,0,No,NEW,,200
1719,Sai Jagannath Food and Chats Point,0,No,3.8outof5,,300
1720,Joey's,0,No,3.7outof5,,300
1721,Sree Krishna Kafe,0,No,3.9outof5,"Vada, Pongal, Podi Idli, Masala Dosa, Podi Dosa, Idiyappam, Rice",200
1722,Dilish Kitchens,0,No,3.7outof5,Biryani,500
1723,Daily Bread,0,No,3.2outof5,"Pasta, Sandwiches, Cappuccino, Sandwich",600
1724,Shanmukha,0,No,3.1outof5,,400
1725,Jaganath Restaurant And Hotel,0,No,3.2outof5,,300
1726,Thayee Touch,0,No,3.6outof5,,450
1727,Eten,0,No,3.8outof5,,600
1728,Owl's Kitchen,0,No,3.1outof5,Brownie,500
1729,Kakal Kai Ruchi,0,No,3.9outof5,,450
1730,Hearts Unlock Cafe,0,No,3.2outof5,,500
1731,Blue Berry Restaurant,0,No,2.9outof5,,600
1732,Bangali Babu Restaurant,0,No,,,250
1733,Donne Biriyani Mane,0,No,,,250
1734,Sri Brahmi Kuteera,0,No,,,150
1735,Deccan Spice,0,No,3.5outof5,"Hyderabadi Biryani, Dum Ka Chicken, Rice",750
1736,Desi Wok,0,No,2.7outof5,"Biryani, Manchow Soup, Naan",500
1737,Namana Garden,0,No,2.6outof5,Vada,400
1738,Day N Night Kitchen,0,No,3.2outof5,,450
1739,Andhra Grills,0,No,3.0outof5,"Andhra Meal, Thali",800
1740,Appam Centre,0,No,3.2outof5,,200
1741,The Chef Restaurant,0,No,,,600
1742,Sea Horse,0,No,3.4outof5,,400
1743,Sang Grail,0,No,3.6outof5,,300
1744,Spice Taj,0,No,,,300
1745,Cakeship,0,No,,,200
1746,Hungry Hub,0,No,,,300
1747,Sweet Melts,0,No,,,400
1748,Chat Junction,0,No,,,250
1749,New Nandan Family Restaurant,0,No,,,450
1750,Udupi Thadka,0,No,,,250
1751,Arzak,0,No,,,300
1752,Furry Fairy Paw Paradise,0,No,,,500
1753,Petoo,0,No,3.7outof5,"Jal-jeera, Paratha, Chaat",800
1754,Night Panda,0,No,2.9outof5,"Burgers, Chicken Biryani",500
1755,Spicy Grill,0,No,,,350
1756,E2 - EntrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©e Envoy,0,No,3.5outof5,,550
1757,Aha Juice Bar,0,No,3.6outof5,,200
1758,Cafe Club Kerala Restaurant,0,No,,,300
1759,Cake N Cookies,0,No,,,350
1760,Bright Go Nuts,0,No,,,100
1761,Hotel Namadhari,0,No,,,150
1762,Nammuru Nati Hotel,0,No,,,300
1763,3ice Cubes,0,No,,,150
1764,Tasty Restaurant,0,No,NEW,,300
1765,Hotel Ambara,0,No,,,500
1766,Biryani Treat,0,No,,,400
1767,Best Biryani,0,No,,,300
1768,Innate,0,No,,,
1769,Tandoori Spot,0,No,3.5outof5,,500
1770,Night Hunger,0,No,3.1outof5,,350
1771,Santhrupthi Halli Mane,0,No,,,500
1772,Iyengar's Bakery,0,No,,,600
1773,Nutri Fit,0,No,NEW,,300
1774,New Kabab Plaza,0,No,NEW,,300
1775,Padosi Apke Apne,0,No,NEW,,300
1776,Grill On Wheels,0,No,NEW,,400
1777,Charcoal Flame,0,No,,,500
1778,Chicken Dera,0,No,3.0outof5,,400
1779,Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,0,No,3.5outof5,,250
1780,Spicyzone Restaurant,0,No,,,400
1781,Sri Shyam Sweets & Snacks,0,No,,,100
1782,Hunger Nights,0,No,,,400
1783,Kivona's Kitchen,0,No,,,300
1784,Bake The Cake,0,No,,,400
1785,Dhe Chef Cafe,0,No,,,200
1786,Desi Jalpaan,0,No,,,150
1787,Arabian Nights,0,No,,,200
1788,Soul Curries,0,No,,,150
1789,It's My Meal Food Service,0,No,,,300
1790,Udupi Park Inn,0,No,,,150
1791,Thirsty Tiger,0,Yes,3.5outof5,,"1,300"
1792,Bay Root,0,No,3.7outof5,,400
1793,BTM Cakes,0,No,3.3outof5,,400
1794,Spicy World,0,No,3.4outof5,,200
1795,Super Chef's (New Royal treat),0,No,,,
1796,Shiv Sagar,0,No,3.6outof5,,400
1797,Moms Flavor,0,No,NEW,,400
1798,Kamat Swaad,0,No,3.9outof5,"Jowar Roti, Akki Rottis, Buttermilk, Idli, Thali, Vada, Bajji",400
1799,Ishta Cafe,0,No,3.9outof5,"Burgers, Masala Dosa, Millet Pizza, Falafel Wrap",200
1800,Combo Studio,0,No,3.1outof5,,500
1801,Tastte!!,0,No,3.7outof5,,450
1802,Kanhaiyas,0,No,3.6outof5,,150
1803,Juice Lounge,0,No,3.1outof5,,250
1804,Sri Krishna Delight,0,No,,,250
1805,Mumbai Kulfi,0,No,,,200
1806,Tandoor Nation,0,No,3.0outof5,,400
1807,Indian Kitchen Eateries-IKE,0,No,3.4outof5,,150
1808,South Mouth,0,No,,,300
1809,The Little Kitchen,0,No,3.4outof5,,300
1810,Diya's Findish,0,No,3.3outof5,,500
1811,Best Shawarmas,0,No,,,300
1812,Laa Raiba Restaurant,0,No,3.3outof5,,300
1813,Bhavani Upahara,0,No,3.3outof5,,250
1814,Sampoorna,0,No,3.6outof5,,600
1815,Cafe Mist,0,No,3.8outof5,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos",500
1816,Fat Chef Biryani Wale,0,No,3.3outof5,"Biryani, Gulab Jamun",400
1817,Kesar Restaurant,0,No,3.6outof5,,200
1818,Hottey Smokey,0,No,,,400
1819,The Duke of Juices,0,No,,,200
1820,Kababji Cafe,0,No,,,300
1821,Navab's,0,No,,,600
1822,Bottle Genie,0,No,,,250
1823,Chawla's 2 Online.com,0,No,3.5outof5,,800
1824,Namma Halli Jonne Biryani,0,No,3.3outof5,,300
1825,Shake The Shake,0,No,NEW,,200
1826,The Biriyani Factory,0,No,3.1outof5,,500
1827,Sethi's,0,No,,,600
1828,Food Singh,0,No,,,500
1829,Insta Cafe,0,No,2.9outof5,,400
1830,Chination,0,No,,,600
1831,The Breakfast Adda,0,No,,,250
1832,Natural Ice Cream,0,No,4.3outof5,"Chocolate Almond, Tender Coconut Ice Cream, Choco Almond, Coffee Walnut, Custard Apple",150
1833,Amma's Pastries,0,No,4.0outof5,Cheesecake,400
1834,Anand Sweets and Savouries,0,No,4.1outof5,"Chole Bhature, Thali, Papdi Chaat, Shahi Paneer",400
1835,Bread Crumbs Bakery,0,No,4.0outof5,"Samosa, Egg Puff, Paneer Puff, Chocolate Truffle",250
1836,Butterly,0,No,3.9outof5,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake",450
1837,Cakes By M,0,No,3.4outof5,,500
1838,Cakebuy,0,No,3.9outof5,Chocolate Truffle,350
1839,Polar Bear,0,No,3.9outof5,"Sandwiches, Hot Chocolate Fudge, Brownie, Sandwich",400
1840,World on a Swirl,0,No,3.8outof5,Courteous Staff,300
1841,Waffle Walle,0,No,4.4outof5,"Liege Waffle, Vanilla Ice Cream, Chocolate Waffles, Chocolate Drink, Crunchy Waffles, Chocolate Icecreams, Belgian Waffles",500
1842,WAFL,0,No,3.9outof5,Waffles,400
1843,Cold Stone Creamery,0,No,3.9outof5,"Brownie, Chocolate Devotion, Icecream Cake, Cotton Candy Ice Cream, Coffee, Strawberry Smoothie",400
1844,Flavorsome Bakes,0,No,4.0outof5,"Cup Cake, Pineapple Cake",800
1845,Bake-ooh,0,No,3.7outof5,,350
1846,Cafe Arabica,0,No,3.8outof5,"Coffee, French Fries, Lemon Tea, Veg Sandwich",700
1847,Krispy Kreme,0,No,3.7outof5,,300
1848,Smoor,0,No,3.6outof5,,900
1849,Kanti Sweets,0,No,3.5outof5,,400
1850,Keventers,0,No,3.8outof5,,400
1851,Baskin Robbins,0,No,3.6outof5,,250
1852,Lassi Shop,0,No,3.7outof5,,200
1853,L J Iyengar Bakery,0,No,3.2outof5,,100
1854,Nandhana Mithai,0,No,,,500
1855,Ice Bowl,0,No,3.4outof5,,250
1856,Lyengar's Cakes N Cookies,0,No,,,400
1857,Just Bake,0,No,3.2outof5,,400
1858,Big Mishra Pedha,0,No,3.3outof5,,300
1859,Sweet Chariot,0,No,2.8outof5,,500
1860,The French Loaf,0,No,2.9outof5,,400
1861,Bikaneri Sweets,0,No,3.4outof5,,250
1862,Sweet Truth,0,No,4.1outof5,"Cheesecake, Chocolate Decadence, Pancakes, Chocolate Fantasy, Chocolava Cake, Chocolate Cake, Red Velvet Cake",500
1863,Ooty Dreams,0,No,,,250
1864,K.C Das,0,No,3.4outof5,,200
1865,Bake Feast,0,No,,,300
1866,Cakeport,0,No,,,400
1867,TFI - The Fresh Ice Cream,0,No,3.2outof5,,400
1868,Mad Over Donuts,0,No,3.1outof5,,450
1869,Antilla Aromas,0,No,3.7outof5,,300
1870,Chef Baker's,0,No,3.6outof5,,450
1871,Iyengar's Cakes and Cookies,0,No,,,200
1872,Mist n Creams,0,No,3.6outof5,,400
1873,Mr Gola,0,No,3.4outof5,,100
1874,Just Bake,0,No,,,400
1875,Chocolate Junction,0,No,,,200
1876,Orchard Fresh,0,No,,,400
1877,Rock On Rolls & Parathas,0,No,,,250
1878,Cake-O-Mania,0,No,3.4outof5,,300
1879,Kanti Bakes & Flakes,0,No,,,300
1880,The Chocolatiers,0,No,3.5outof5,,150
1881,Cafe Indiana,0,No,3.5outof5,,600
1882,Frosty Creams,0,No,3.7outof5,,300
1883,Cafe Choco Craze,0,No,3.7outof5,,400
1884,Bombay Kulfis,0,No,,,200
1885,Squeez Juice Bars,0,No,3.1outof5,,250
1886,Kulfi Adda,0,No,3.4outof5,,150
1887,The Sandesh Factory,0,No,3.2outof5,,150
1888,Adi's Cake N Cafe,0,No,,,400
1889,D Fusion,0,No,,,400
1890,Food Prade Dairy Delight,0,No,,,300
1891,The Right Moo Organic Icecreams,0,No,,,300
1892,Bread & Better,0,No,,,50
1893,Me And My Cake,0,No,,,500
1894,Kopper Pot,0,No,,,500
1895,Little Sweetooth,0,No,,,300
1896,Bowring Kulfi,0,No,,,150
1897,Smooth,0,No,NEW,,200
1898,Cafe Coffee Day,0,No,3.7outof5,,900
1899,Cookie Man,0,No,NEW,,150
1900,Multi Cakes,0,No,3.0outof5,,200
1901,Oven Fresh,0,No,,,600
1902,Asharfilal,0,No,3.5outof5,,150
1903,Apsara Ice Cream,0,No,4.0outof5,Panipuri,200
1904,Two Friends Cauldron,0,Yes,4.1outof5,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza",700
1905,Slate Cafe,0,No,4.1outof5,"Pasta, Sandwiches",600
1906,Mango Greens,0,Yes,3.9outof5,,900
1907,Dream a Dozen,0,No,4.3outof5,"Cup Cake, Cake Pops, Chocolate Truffle Cake, Brownie",300
1908,Cafe Zuppa,0,No,NEW,,450
1909,Roll Over,0,No,4.1outof5,"Rolls, Ice Cream Roll, Fries, Chocolate Icecreams, Banana Nutella, Chocolate Ball, Waffles",500
1910,Stoned Monkey,0,No,3.9outof5,"Coffee, Waffles, Hot Chocolate Fudge, Cheesy Garlic Bread",500
1911,TAB - Take A Break,0,No,4.1outof5,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",550
1912,Amma's Pastries,0,No,3.6outof5,,400
1913,Cakes And Crumbs,0,No,3.4outof5,,350
1914,Cafe Hops,0,No,3.7outof5,,300
1915,Cream Stone,0,No,4.0outof5,"Paan Ice Cream, Chocolava, Nutella Brownie, Ferrero Rocher, Waffles, Hot Chocolate Fudge, Chocolate Icecreams",500
1916,The Cake Zone,0,No,NEW,,200
1917,Berrylicious,0,No,3.8outof5,"Macaroon, Brownie Sundae, Waffles",400
1918,Daily Bread,0,No,3.2outof5,"Pasta, Sandwiches, Cappuccino, Sandwich",600
1919,CakeZone,0,No,3.7outof5,,200
1920,Papacream,0,No,3.7outof5,,350
1921,Venkateshwara Sweets and Restaurant,0,No,3.6outof5,,400
1922,Calvin's,0,No,2.9outof5,"Pasta, Sandwiches, Club Sandwich, Cottage Cheese Steak, Waffles, Chicken Lasagne, Chicken Burger",800
1923,Mr. Meetharam,0,No,3.2outof5,,150
1924,Mini Forest,0,No,3.3outof5,,500
1925,Kulfi & More,0,No,3.3outof5,,150
1926,The Cake Ville,0,No,3.2outof5,,300
1927,Delhi Sweets,0,No,3.1outof5,,100
1928,Cakeship,0,No,,,200
1929,Sweet Melts,0,No,,,400
1930,Frozen Bottle,0,No,3.6outof5,,400
1931,Bombay Kulfi,0,No,3.7outof5,,150
1932,Havmor,0,No,3.5outof5,,200
1933,INDULGE by InnerChef,0,No,,,400
1934,Cake N Cookies,0,No,,,350
1935,Iyengar's Bakery,0,No,,,600
1936,Cocoa 'n' CrÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¨me,0,No,3.5outof5,,250
1937,DG Juice Club,0,No,,,250
1938,Lassi Shop,0,No,,,80
1939,Artinci Artisanal Ice Cream,0,No,NEW,,300
1940,eat.fit,0,No,4.5outof5,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani",500
1941,Warm Oven,0,No,3.9outof5,,500
1942,BTM Cakes,0,No,3.3outof5,,400
1943,Bangali Babu Restaurant,0,No,,,250
1944,Wow Lassi House,0,No,,,200
1945,Whisk' N Creme',0,No,3.5outof5,,300
1946,Bake The Cake,0,No,,,400
1947,Mumbai Kulfi,0,No,,,200
1948,Hyderabad Biryaani House,0,No,3.6outof5,"Hyderabadi Biryani, Chicken Biryani, Raita, Mutton Biryani, Vegetable Biryani, Butter Chicken, Basmati Rice",550
1949,Seasons,0,Yes,3.8outof5,"Biryani, Sea Food, Egg Masala, Barbeque Chicken, Fish Grill, Appam, Raita","1,000"
1950,Simply Indian,0,Yes,3.9outof5,"Cocktails, Ghee Roast Mutton, Mocktails, Chicken Biryani, Malai Kofta, Chicken Chatpata, Fish",800
1951,Dande's Hyderabad Biryani,0,No,3.8outof5,"Chicken Boneless Biryani, Lemon Chicken, Dum Biryani",700
1952,Chung Wah,0,No,4.0outof5,"Chicken Chowmein, Chicken Manchow Soup, Clear Soup, Momos, Fried Noodles, Chop Suey, Spring Roll",800
1953,Tisano Cafe,0,No,3.8outof5,,500
1954,Pika's Kitchen,0,No,3.4outof5,,800
1955,Nellore Ruchulu,0,No,3.7outof5,,800
1956,Shanghai Court,0,No,4.2outof5,"Chicken Manchow Soup, Hunan Chicken, Pad Thai, Singapore Noodles, Dragon Rolls, Momos, Thai Red Curry",700
1957,Chicken County Grand,0,No,3.9outof5,"Chicken Grill, Fish, Shawarma, Rolls, Tandoori Chicken, Hyderabadi Chicken, Chicken Roll",650
1958,Punjabi Times,0,Yes,4.1outof5,"Chicken Tikka, Kheer, Butter Chicken, Dal Makhani, Makke Ki Roti, Lassi, Paratha","1,000"
1959,Elegant Dining,0,Yes,3.6outof5,"Chicken Tikka, Chicken Biryani, Roti, Naan, Panneer Butter Masala",700
1960,Cafe Kabana,0,Yes,4.0outof5,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs",700
1961,Dadi's Dum Biryani,0,Yes,4.0outof5,"Chicken Biryani, Basmati Rice, Prawn, Tandoori Chicken, Vegetable Biryani, Galauti Kebab, Faluda",800
1962,Veruthe Oru Thattukada,0,No,3.8outof5,"Kadala Curry, Egg Roast, Beef Fry, Fish Fry, Chicken Curry, Fish Curry, Malabari Biryani",400
1963,Butterly,0,No,3.9outof5,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake",450
1964,Kundana,0,No,3.7outof5,"Lemon Chicken, Chicken Dum Biryani, Mutton Biryani",800
1965,Cafe Conico,0,No,NEW,,600
1966,Black Mug Cafe,0,No,3.7outof5,Coffee,300
1967,#refuel,0,No,3.7outof5,"Thick Shakes, Sandwiches, Pasta, Mocktails",400
1968,Malabar Mess,0,No,3.7outof5,,250
1969,Hotel Brundavan,0,No,NEW,,250
1970,Krishna Vijayashree,0,No,3.5outof5,,700
1971,Pallavas Veg Cuisine,0,No,3.6outof5,,600
1972,Guru Palace,0,No,3.1outof5,,450
1973,Suryawanshi,0,No,3.7outof5,,700
1974,Savoury - Sea Shell Restaurant,0,Yes,3.9outof5,"Shawarma, Biryani, Chicken Grill, Rolls, Tomato Soup, Haleem, Sea Food",900
1975,Tulips,0,No,3.1outof5,,800
1976,Vaho Kafe & Pressery,0,No,3.9outof5,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta",500
1977,Kabab Treat,0,No,2.8outof5,"Biryani, Tandoori Chicken, Chicken Grill, Shawarma Roll",500
1978,Dreamcatcher,0,No,3.9outof5,"English Breakfast, Sandwiches",600
1979,Chef & Dine,0,No,3.2outof5,,650
1980,Guru Greens,0,No,3.8outof5,"Tandoori Chicken, Beer, Pepper Chicken, French Chicken",550
1981,A2B - Adyar Ananda Bhavan,0,No,2.7outof5,"Filter Coffee, Chilli Babycorn, Pav Bhaji, Pongal, Paneer Tikka, Onion Rava Dosa, Chaat",400
1982,Malhar Maharashtrian Cuisine,0,No,4.0outof5,"Brinjal Curry, Misal Pav, Chicken Thali, Chicken Kolhapuri, Sabudana Vada, Veg Thali",500
1983,Hyderabadi Bawarchi,0,No,3.2outof5,"Raita, Vegetable Biryani, Hyderabadi Biryani, Chicken Curry, Chicken Biryani",500
1984,Eagle Ridge,0,Yes,3.2outof5,,700
1985,Beijing Bites,0,No,2.7outof5,Chop Suey,850
1986,Cafe Coffee Day,0,No,3.6outof5,,900
1987,Sri Bhagya Grand,0,No,3.4outof5,"Pav Bhaji, Tea, Tandoori Roti, Coffee, Malai Kofta, Vada, Curd Rice",450
1988,Cafe Arabica,0,No,3.8outof5,"Coffee, French Fries, Lemon Tea, Veg Sandwich",700
1989,Upahar Banashree,0,No,3.4outof5,,400
1990,Starbucks,0,No,3.9outof5,,700
1991,Sakshi,0,No,3.0outof5,,550
1992,Kabab Magic,0,No,3.7outof5,"Biryani, Chicken Grill, Shawarma Roll, Tandoori Chicken, Rumali Roti, Pulpy Grape Juice, Brosted Chicken",400
1993,Triveni,0,No,3.6outof5,,600
