name,online_order,book_table,rate,dish_liked,approx_cost(for two people)
GKT Biryani World,0,No,3.7outof5,"Pizza, Chicken Biryani",350
Rafees Biryani,0,No,3.7outof5,,600
Bakingo,0,No,4.0outof5,Coffee,500
Delhi Biryani Cafe,0,No,3.4outof5,,250
Andal Mess,0,No,3.1outof5,,300
Masale Daan,0,No,,,350
Andhra Mess,0,No,3.2outof5,,400
Cucumber Town,0,No,4.2outof5,"Appam, Chicken Biryani, Kizhi Biryani, Kuluki Sarbat, Panneer Butter Masala, Meen Pollichathu, Vellarikka Pattanam",600
Snow'ora,0,Yes,4.3outof5,"Bingsu, Mocktails, Custard, Chocolate Oreo, Sandwiches, Brownie, Korean Ice Cream",450
Chai Masthi,0,No,3.5outof5,,200
Cake Dilim,0,No,3.7outof5,Chocolate Cake,400
Blue Tokai Coffee Roasters,0,No,4.0outof5,"Coffee, Potato Wedges",400
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,0,No,3.8outof5,,500
The Sandwich Club,0,No,3.9outof5,"Sandwiches, Fries, Sandwich, Pizza, Thick Shakes, Garlic Bread",250
Gam's Delicacy,0,Yes,4.2outof5,"Fish, Veg Thali, Bamboo Shoot Pork, Pork Fry, Kheer, Pork Thali, Clear Soup",800
Waikiki740,0,No,3.6outof5,,400
Indore Eat Restaurant,0,No,4.0outof5,"Poha, Kachori, Samosa, Sabudana Khichdi, Paratha",
Hotel Godavari,0,No,3.9outof5,,500
Under The Hood,0,No,4.0outof5,"Appam, Chicken Curry, Passion Fruit Juice, Crepe",300
Pasta Street,0,Yes,4.5outof5,"Pasta, Wine, Pizza, Lasagne, Cheesecake, Spinach Ravioli, Cocktails","1,300"
Juice Junction,0,No,3.9outof5,"Sandwiches, Sandwich",150
Amour Fine Patisserie,0,Yes,4.0outof5,"Macaroon, Cappuccino, Coffee, Pinacolada, Ferrero Rocher, Latte",500
Biryani Miya,0,No,3.8outof5,Biryani,600
Smoor,0,No,4.2outof5,"Sandwich, Cheesecake, Cup Cake, Hot Chocolate, Coffee, Macaroon, Mousse",900
Punjabi Swag,0,No,3.9outof5,"Lassi, Murgh Lababdar, Chaap, Makke Ki Roti, Butter Paneer, Patiala Paneer, Butter Chicken",500
EggFactor - Street House,0,No,4.2outof5,"Omelette, Chicken Grill",200
Thalis Of India,0,No,3.6outof5,,500
Le Charcoal Xpress,0,No,4.0outof5,"Pita Bread, Rolls, Shawarma Roll, Lebanese Shawarma, Chicken Grill, Barbeque Chicken",500
Cafe Graffiters,0,No,3.8outof5,,600
Hum Biryani,0,No,3.4outof5,,600
Toscano,0,Yes,4.5outof5,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","1,500"
1000 B.C,0,No,3.2outof5,"Shawarma, Sandwiches",300
Sweet Truth,0,No,4.2outof5,"Cheesecake, Chocolate Fantasy, Chocolate Cake, Chocolate Decadence, Brownie, Red Velvet, Chocolava Cake",500
Juice Junction,0,No,3.7outof5,,200
Mr. Meetharam,0,No,2.8outof5,"Paratha, Chaat, Pav Bhaji, Rasmalai, Lassi, Masala Poori, Samosa",150
Gelato Italiano,0,No,3.9outof5,"Gelato, Madagascar Chocolate, Belgian Chocolate, Waffle Cone, New York Cheesecake",200
Lost in Pizza,0,No,3.1outof5,,600
Dev's Gugababa,0,No,3.5outof5,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto",500
Meat And Eat,0,No,3.6outof5,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill",500
Momo Time,0,No,,,300
The Food Cottage,0,No,3.7outof5,,350
Rock Stone Ice Cream Factory,0,No,4.0outof5,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",230
Frozen Bottle,0,No,4.1outof5,"Dessert Jar, Berryblast, Cheesecake, Vanilla Ice Cream",400
AutoExpress - Hot Dogs,0,No,3.3outof5,,300
Bottle Genie,0,No,,,350
Kolkata Famous Katti Rolls,0,No,3.7outof5,,200
Chai Point,0,No,,,250
Bun Town,0,No,4.0outof5,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut",500
All Shook Up!,0,No,3.9outof5,"Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich",300
Hungerbreak 24x7,0,No,3.0outof5,,300
Ramji Chaiwale,0,No,3.9outof5,"Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai",250
Salt - Indian Restaurant Bar & Grill,0,Yes,4.4outof5,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani","1,500"
Natural Mumbai Kulfi,0,No,3.5outof5,,130
UBQ by Barbeque Nation,0,No,3.4outof5,,450
Akshaya Bar And Restaurant,0,No,NEW,,600
Karahi Kitchen,0,No,4.0outof5,Chicken Biryani,300
7 Plates,0,No,3.7outof5,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti",750
Agarwal Food Service,0,No,3.5outof5,,400
The Bong Palate,0,No,3.8outof5,"Mutton Kosha, Basanti Pulao, Fish Curry, Chicken Biryani",300
Indian Paratha Factory,0,No,2.9outof5,,250
The Shawarma Inc,0,No,3.4outof5,"Whole Meat Shawarma, Jumbo Shawarma, Spicy Shawarma, Momos",200
Rajesh Restaurant,0,Yes,3.5outof5,"Coffee, Thali",700
Oliver Wraps,0,No,3.1outof5,,300
YORK St.,0,No,4.4outof5,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches",900
World Of Asia,0,No,4.0outof5,,300
The Ganache Factory,0,No,4.1outof5,"Cheesecake, Key Lime Pie",400
Brooks and Bonds Brewery,0,Yes,4.5outof5,"Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Mango Cider, Potato Wedges","1,600"
Zangos Grill,0,No,4.0outof5,"Burgers, Pita Bread, Chicken Grill, French Fries, Peri Peri Chicken",300
Smoke-A-Pot,0,No,3.3outof5,,600
HSR SLV Fast Food,0,No,3.7outof5,,200
Trio Dosa Connect,0,No,,,300
Cafe Coffee Day,0,No,3.4outof5,"Coffee, Latte",900
Paani Kum Chai,0,No,,,100
Chetty's Corner,0,No,3.8outof5,,250
The Wok Shop,0,No,4.1outof5,"Momos, Rice Noodles, Kung Pao Chicken, Noodle, Rice Bowl, Thai Green Curry, Chicken Dim Sum",500
Bharanis,0,No,3.7outof5,,600
Juice Junction Food Court,0,No,3.8outof5,"Sandwiches, Maggi, Rolls, Chole Bhature, Ginger Tea, Paratha, Rava Masala Dosa",200
Peace Restaurant,0,No,3.9outof5,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer",500
Faasos,0,No,4.0outof5,"Rolls, Bbq Chicken, Paneer Makhanwala, Jumbo Chicken Roll, Veggie Wrap, Sabudana Vada, Chicken Wrap",500
Telugu Velugu,0,No,NEW,,500
Ibaco,0,No,4.0outof5,,300
Lazeez,0,No,3.2outof5,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Rezala, Phirni",600
What's In A Name,0,Yes,4.1outof5,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","1,200"
Ulavacharu,0,Yes,NEW,"Ulavacharu, Biryani, Rajugari Kodi Pulao, Bangla Kodi, Curd Rice, Gadwal Kodi Pulao, Fish",900
Hunger Hitman,0,No,3.8outof5,"Halwa, Chicken Biryani, Butter Chicken, Kheer, Brownie Chocolate, Chilli Chicken, Raita",300
Chef Baker's,0,No,3.8outof5,"Burgers, Pizza, Peri Peri Chicken Burger, Sandwiches, Pasta, Sandwich, Potato Wedges",600
Biggies Burger 'n' More,0,No,3.8outof5,"Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger",400
Shanthi Sagar,0,No,3.1outof5,,250
The Cake Lair,0,No,3.4outof5,,600
The Cake Mart,0,No,3.7outof5,,600
Falooda Cafe,0,No,NEW,,200
Shaap,0,No,3.6outof5,"Appam, Kappa Biryani, Chicken Fry, Kallappam, Buttermilk, Beef Fry, Paratha",500
Midnight Mania,0,No,4.1outof5,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Burgers",700
Coffee Tea & More,0,No,4.0outof5,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada",150
Petoo,0,No,3.9outof5,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet",300
Wangs Kitchen,0,No,2.4outof5,"Chicken Lollipop, Spring Roll, Momos, Singapore Noodles, Chop Suey, Clear Soup, Sweet Corn Soup","1,000"
Zeeshan,0,No,3.8outof5,"Rolls, Kathi Roll, Mutton Roll, Chicken Roll, Firni, Chicken Tikka, Bengali Style Biryani",700
The Mylapore Cafe,0,No,4.1outof5,"Masala Dosa, Pongal, Filter Coffee, Tea, Idli",200
Slurpy Shakes,0,No,,,300
Kuttanadu,0,No,2.8outof5,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani",700
Sri Krishna Kitchen,0,No,3.6outof5,,400
Black Kitchen,0,No,3.7outof5,,400
Pabrai's Fresh & Naturelle Icecreams,0,No,4.3outof5,"Gur Ice Cream, Nolen Gurer Ice Cream, Pizza, Nolen Gur, Paan Ice Cream, Filter Coffee Ice Cream, Chocolate Hazelnut",180
Flavours Hut,0,No,3.5outof5,,550
RotiCurry,0,No,3.2outof5,,300
Cheesy Juicy Burgers,0,No,3.8outof5,,500
Northam's Pizza.Pita,0,No,4.1outof5,"Exotic Garlic Bread, Spicy Falafel, Burgers, Pasta, Pita Pocket, Pita Pizza, Veggie Pizza",450
Seven Ate Nine,0,Yes,NEW,"Burgers, Steak",700
The Tandoori Chai,0,No,3.9outof5,"Tandoori Chai, Tea, Paratha, Samosa Chaat, Onion Pakoda, Raj Kachori",400
Dindigul Time Pass Restaurant,0,No,3.2outof5,,700
Srinidhi Sagar Deluxe,0,No,3.6outof5,"Idli, Coffee, Masala Dosa, Fruit Juices, Vada, Thali, Manchurian",40
The House Of Paratha,0,No,3.7outof5,Cheese Paratha,200
Village Kitchen,0,No,,,250
Speedbreaker,0,No,3.4outof5,,300
Hatti Kaapi,0,No,3.9outof5,"Filter Coffee, Badam Milk, Idli, Hot Coffee, Samosa, Lemon Tea, Mini Idlis",200
New Punjabi Pure Veg Restaurant,0,No,3.5outof5,,300
The Yogisthaan Cafe,0,No,4.1outof5,"Paratha, Chai, Poha, Quinoa Burger",600
Trippy Paradise,0,No,2.6outof5,,900
Nadan Thattukada,0,No,3.7outof5,,200
Krishna Vaibhava,0,No,3.5outof5,,350
Shree Saraswathi Sweets Centre,0,No,3.6outof5,,100
Desipun,0,Yes,4.2outof5,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",700
Bangaliana,0,No,3.7outof5,"Dhokar Dalna, Chicken Curry, Mutton Curry, Mutton Kosha, Fish Curry, Mocha Chingri, Luchi",600
Zing Roll,0,No,,,300
The Arabian Nights,0,No,2.6outof5,,300
The London Shakes,0,No,NEW,,400
Burger Garden,0,No,3.4outof5,,300
Smokey Tribe Restaurant,0,No,3.8outof5,"Beer, Mashed Potato, Pork Thali, Pork Curry, Smoked Pork, Veg Thali",650
The Chef's Cake & Bakes,0,No,,,450
Aalishan Restaurant & Caterer,0,No,3.5outof5,"Rolls, Tandoori Murgh Masala, Legendary Arsalan, Firni, Phirni, Mutton Biryani, Chicken Roll",650
Appam & Curry,0,No,3.8outof5,,200
Aami Bangali,0,No,3.6outof5,"Basanti Pulao, Fish, Aloo Posto, Thali",700
Grillopia,0,No,3.9outof5,"Burgers, Wood Fire Pizza, Nachos","1,000"
The Waffle Street,0,No,3.9outof5,"Waffles, Pasta Alfredo, Hot Coffee",300
Feastaurant,0,No,3.7outof5,,800
Bindu Garden Bar & Restaurant,0,No,3.1outof5,,550
Garage Food Company,0,No,3.8outof5,,300
The Chocolate Room,0,No,3.9outof5,"Waffles, Hot Chocolate, Coffee, Pancakes, Brownie, Pizza, Sandwiches",600
Sree Krishna Kafe,0,No,4.2outof5,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",200
7 Star Biryani,0,No,3.2outof5,,250
Garden Fresh,0,No,3.9outof5,,200
White Elefan Coffee and Snack Bar,0,No,3.9outof5,"Coffee, Sandwiches, Tea",550
Broadway - The Gourmet Theatre,0,Yes,4.2outof5,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","1,800"
Southinn,0,No,3.8outof5,"Vada, Idli, Masala Dosa, Filter Coffee, Tea, Sandwiches",250
Manashi Paratha & Pav Bhaji,0,No,,,200
The Rendezvous,0,No,3.7outof5,"Chicken Fritters, Steak, Sandwiches, Burgers, Pasta, Salads, Beef Stroganoff",800
Ghee Biryani House,0,No,3.1outof5,,400
Cane Crussh,0,No,,,100
Caffe Pascucci,0,Yes,4.1outof5,"Pizza, Coffee, Pasta, Sandwiches, Chicken Lasagne, Pepper Chicken, Bruschettas",950
Miss Momo,0,No,3.2outof5,,250
Thanco's Natural Ice Cream,0,No,3.6outof5,,450
Tiwari's Ghee Paratha And Chaats,0,No,,,200
Azimmo Treat,0,No,3.8outof5,,700
Stoked!,0,No,4.3outof5,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles",850
Zingron,0,No,4.0outof5,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken",750
Kaati Zone,0,No,3.4outof5,,350
Chaai Resto,0,No,3.9outof5,"Burgers, Chai, Paratha, Sandwich, Ginger Tea, Chaat, Oreo Shake",250
Mudpipe Cafe,0,Yes,4.5outof5,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta",900
Lucknowi Dabba,0,No,3.7outof5,,300
Anjappar,0,No,3.9outof5,"Tandoori Chicken, Biryani, Chettinad Thali, Elaneer Payasam, Crab Soup, Fish, Pepper Chicken",650
Fitnest,0,No,3.2outof5,,350
Parika Multicuisine & Coastal Fine Dine,0,Yes,3.9outof5,"Sea Food, Fish, Prawn Curry, Crab Masala, Prawn Gassi, Naan, Neer Dosa","1,000"
Xpress Chai,0,No,3.6outof5,,150
Fava Bistro,0,Yes,4.4outof5,"Pizza, Pita Bread, Beer Cocktail, Baklava, Shrimp Soup, Pasta, Babaganush","1,500"
Galli Belly,0,No,3.4outof5,,200
Mangala's Tea Time Cafe,0,No,,,150
Nellore Abhiruchi,0,No,3.3outof5,,300
Snack Knack,0,No,3.0outof5,,200
Paratha Singh Pakora King,0,No,3.7outof5,,300
Shift,0,Yes,4.2outof5,"Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Beer","1,500"
Crunchy Nights,0,No,3.7outof5,,400
Chaska Bun,0,No,4.2outof5,"Ginger Tea, Chai, Samosa, Bun Omelette, Elaichi Tea, Egg Bhurji, Carrot Cake",300
Tunday Kababi,0,No,3.9outof5,"Biryani, Galauti Kebab, Tandoori Chicken, Phirni, Tundey Paratha, Rolls, Rumali Roti",500
On The Nose,0,No,3.8outof5,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup",600
SGS Non Veg - Gundu Pulav,0,No,3.7outof5,,300
Sagar Fast Food,0,No,4.0outof5,"Tea, Coffee, Neer Dosa, Gajar Ka Halwa, Thali, Chaat, Cheese Dosa",300
Juicy Momos,0,No,3.6outof5,"Veg Momos, Burgers, Chocolate Momos, Momo Burger, Whole Meat Shawarma, Paneer Momos",250
Karavali Grand,0,No,3.7outof5,,600
Panther Cafe,0,No,3.5outof5,,200
Mimansa @ Foxtrot,0,Yes,4.4outof5,"Pizza, Healthy Breakfast, Salads, Frittata, Salad, Carrot Halwa, Potato Fries","1,000"
1522 - The Pub,0,Yes,4.2outof5,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza","1,400"
As On Fire,0,No,3.8outof5,"Chicken Drumsticks, Wood Fire Pizza, Thin Crust Pizza, Barbeque Chicken, Lime Soda, Veggie Pizza, Bbq Chicken",400
Crawl Street,0,Yes,4.3outof5,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Mocktails, Paneer Tikka Masala, Pizza","1,200"
Reddy's Paradise,0,No,3.1outof5,,700
Nandhana Palace,0,Yes,4.1outof5,"Supreme Chicken Biryani, Veg Thali, Chilli Chicken, Curd Rice, Lime Soda, Mutton Bone Soup, Hyderabadi Biryani",800
Koshe Kosha,0,No,4.0outof5,"Fish, Kosha Mangsho, Chicken Curry, Luchi, Chingri Malaikari, Biryani, Bhetki Fry",600
Grapevine,0,Yes,4.1outof5,"Wine, Pizza, Brownie, Pasta, Souvlaki, Tiramisu, Mezze Platter","1,200"
Cafe Terra,0,No,4.1outof5,"English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers",700
Mishmash,0,No,3.9outof5,"Cocktails, Tandoori Chicken, Paneer Tikka, Stuffed Mushroom, Pasta Alfredo, Mocktails, Salads","1,400"
Mangala Hotel,0,No,3.6outof5,"Masala Dosa, Biryani, Chicken Stew, Tea, Appam, Paratha",300
Drunkling - Sizzlers and Pub,0,Yes,4.4outof5,"Beef Steak, Cocktails, Mojito, Paneer Ke Sholay, Caramel Custard, Prawn Ghee Roast, Beer","1,000"
InnerChef,0,No,3.8outof5,"Pasta, Salads, Chole, Butter Chicken, Brownie, Butter Cookies, Sandwiches",500
Hotel Dine City,0,No,3.4outof5,,800
Terra Bites,0,No,4.1outof5,"Spaghetti, Hot Chocolate, Coffee, Tea",700
The Marash,0,No,4.3outof5,"Turkish Ice Cream, Baklava, Chocolate Icecreams",250
Maria's Goan Kitchen,0,No,3.9outof5,"Goan Thali, Sol Kadhi, Prawn, Pork Vindaloo, Plain Rice, Fish, Beef Fry",750
Biriyani Zone,0,No,3.9outof5,"Sea Food, Vegetable Biryani, Mushroom Manchurian, Hyderabadi Biryani, Chicken Biryani, Mutton Biryani, Chicken Guntur",800
Sri Ganesh Fruit Juice Centre,0,No,3.2outof5,,100
Black Deer,0,No,4.4outof5,"Chocolate Fudge, Chocolate Shake, Bubble Gum Shake, Hot Chocolate, Belgian Waffles, Mango Milkshake",350
Enerjuvate Studio & Cafe,0,Yes,4.4outof5,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea",800
Jenisha Green View Restaurant,0,No,NEW,,500
HSR Agarval Bhavan,0,No,3.2outof5,"Chole Bhature, Tea, Kachori",400
Spicy Kitchen,0,No,3.8outof5,Spicy Chicken,500
Yummy Biryani,0,No,3.8outof5,"Biryani, Paratha, Chicken Masala, Kerala Parotta",200
Karachi Bakery,0,No,3.3outof5,,400
Kolkata Rolls & Hot Dum Biriyani On Dial,0,No,3.5outof5,,400
Litti Twist,0,No,4.2outof5,"Paratha, Liti Chokha, Buttermilk, Tea, Aloo Litti, Raita",300
Drunken Monkey,0,No,4.2outof5,"Sandwiches, Fruit Juices, French Fries, Irish Coffee",400
Taste Of Kolkata,0,No,3.1outof5,,400
Chapati House,0,No,3.9outof5,Naan,300
Body Temple,0,No,3.3outof5,,500
Prawn Crunch,0,No,3.3outof5,,400
Birinz,0,No,4.3outof5,"Gulab Jamun, Chicken Guntur, Mushroom Biryani, Chicken Kolhapuri, Paneer Biryani, Chicken Biryani",650
Punjab Bistro,0,Yes,4.4outof5,"Chicken Shorba, Paneer Tikka Masala, Jumbo Prawns, Beer, Cocktails, Butter Naan, Paan Shot","1,500"
Khan Saheb Grills and Rolls,0,No,3.8outof5,"Rolls, Veggie Roll, Chicken Tikka Roll, Beda Roti",350
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,0,No,4.3outof5,"Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte",700
Begin with us....Tea Time Cafe,0,No,3.8outof5,,300
Lassi Magic,0,No,,,200
The Beer Cafe,0,Yes,4.2outof5,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","1,300"
Via Milano,0,Yes,4.2outof5,"Pasta, Pizza, Steak, Mojito, Salads, Tiramisu, Sea Food","1,500"
Baskin Robbins,0,No,3.7outof5,,250
Kulfisthan,0,No,3.5outof5,,150
Biryani Mandra,0,No,3.8outof5,,500
Cakes & Candles,0,No,3.1outof5,,300
Sri Gurudev Darshini,0,No,3.5outof5,,150
Sukh Sagar,0,No,3.8outof5,"Pav Bhaji, Panneer Butter Masala, Deluxe Thali, Tea, Panipuri, Chaat, Masala Dosa",500
KKR Foodies,0,No,3.7outof5,,400
Call A Cake,0,No,3.6outof5,,500
Samosa Express,0,No,3.1outof5,,200
Ilyazsab Shawarma Cafe,0,No,NEW,,300
World In A Bowl,0,No,3.6outof5,,600
Desi Chopstick,0,No,3.8outof5,,400
Foody's Land,0,No,,,300
Hang10 Resto N Cafe,0,No,3.7outof5,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich",700
Nawab-E-Khana,0,No,3.2outof5,,500
Sonar Bangala,0,No,3.8outof5,"Kosha Mangsho, Daab Chingri, Fish Curry, Dum Biryani",500
Ruh's Cafe,0,No,4.1outof5,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler",500
Pulp Juice Bar,0,No,3.6outof5,,150
Cafe Medley,0,No,4.2outof5,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza",800
Dhaba Bytes,0,No,4.1outof5,"Naan, Roti, Shahi Paneer, Shahi Tukda",650
Indori Chatorey,0,No,2.8outof5,"Kachori, Indori Poha, Cheese Paratha, Paneer Parantha, Thali, Poha Jalebi",300
Cafe D'hide,0,Yes,4.2outof5,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads",600
Mr. Beans - Home Cafe,0,Yes,4.2outof5,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","1,000"
Khan Saab Hotel,0,No,3.2outof5,,300
Sri Ganesha Fruit Juice Centre,0,No,3.2outof5,,100
Calvin's,0,No,3.8outof5,,800
Savitha Family Restaurant,0,No,4.0outof5,"Butter Naan, Tandoori Chicken, Chicken Tikka Masala, Malai Kofta, Biryani, Wheat Paratha, Noodles",500
Mid Night Hunting,0,No,3.7outof5,"Burgers, Chicken Burger, Pasta, Chicken Pizza",300
Kwality Cakes N Bakes,0,No,3.7outof5,"Burgers, Eggless Cake, Red Velvet Cake",350
Tea Trails,0,No,NEW,,600
Patiala Highway,0,No,3.7outof5,,700
Purnabramha Maharashtrian Restaurant,0,No,3.7outof5,"Thali, Puran Poli, Misal Pav, Sabudana Vada, Buttermilk, Kanda Poha, Kanda Bhaji",850
Cheers Pub Bar & Restro,0,Yes,NEW,"Cocktails, Brownie, Verdure Pizza, Veg Bao, Fish, Spaghetti, Mai Thai","1,100"
Vyanjan,0,No,3.9outof5,"Poha, Jalebi, Paratha, Bhindi Masala, Kachori, Puri Sabzi, Samosa",300
Ooty Chocolates,0,No,4.1outof5,,300
Paratha Darbar,0,No,3.5outof5,,400
Brimstone Cafe,0,Yes,4.0outof5,"Pasta, Pizza, Sandwiches, Chilli Cheese Garlic Bread, Hazelnut Latte, Tea, Cappuccino","1,300"
Ammus Hot N Cool,0,No,3.4outof5,,300
Foody's Lane,0,No,,,450
The Monalisa Restaurant,0,No,3.3outof5,,300
Maa Di Hatti,0,No,2.8outof5,"Saag, Veg Thali",500
Rahhams,0,No,2.8outof5,"Mutton Biryani, Pahari Chicken, Chicken Biryani, Mutton Chops, Mutton Roganjosh, Shawarma, Raita",700
Bathinda Junction,0,Yes,4.0outof5,"Lassi, Butter Chicken, Sarson Ka Saag, Rajma Chawal, Naan, Chicken Handi, Chicken Rara",600
Oogway express,0,No,3.4outof5,,600
Crunch Pizzas,0,No,2.9outof5,"Thin Crust Pizza, Pepperoni, Pie",600
My Tea House,0,Yes,NEW,,800
Desi Dhaba,0,No,3.3outof5,,400
The Chai Stop,0,No,NEW,,200
Smoke - The Sizzler House,0,Yes,4.0outof5,"Butter Garlic Prawns, Mocktails, Noodles, Salads, Brownie, Pasta Sizzler, Chicken Steak","1,100"
Calorie Express,0,No,3.6outof5,Chicken Sandwich,450
Wow Kitchen Punjabi Taste,0,No,NEW,,200
YumYumSouth,0,No,3.5outof5,,600
Brownie Points,0,No,3.8outof5,,300
Ghar Ka Bhojan,0,No,3.3outof5,,200
Xpress Dhaba,0,No,,,400
Kabab Ghar,0,No,3.3outof5,,600
Chillout,0,No,,,200
Maa Durga Fast Food,0,No,3.6outof5,,300
The Hungers Zone,0,No,3.8outof5,,300
Momo Jojo,0,No,3.4outof5,,300
Burger Lounge,0,No,3.6outof5,"Burgers, Zinger Burger",600
Manshi Paratha & Pav Bhaji,0,No,3.2outof5,,150
Hunger2Eat,0,No,3.7outof5,,400
Milk N Shakes,0,No,3.8outof5,,300
Andhra Bhojanam,0,No,3.3outof5,,600
Waffle In The Box,0,No,,,300
Yum Kitchen,0,No,3.2outof5,"Chicken Roll, Sweet Lime",600
Chatter Platter,0,No,3.4outof5,,300
Black Cup Cafe,0,No,3.7outof5,,400
Nandanam Family Restaurant,0,No,3.6outof5,,350
Meghana Foods,0,No,4.4outof5,"Chicken Boneless Biryani, Egg Curry, Andhra Biryani, Hyderabadi Biryani, Paneer Biryani, Buttermilk, Sea Food",600
INDULGE by InnerChef,0,No,3.5outof5,,400
Dilli in a Box,0,No,3.7outof5,,400
Donne Biriyani Mane,0,No,3.1outof5,,250
Taj Darbar,0,No,3.8outof5,"Chicken Kebab Biryani, Rolls, Raita",600
Bawarchi Biryani,0,No,3.4outof5,,350
Just Chill,0,No,3.4outof5,,250
The Humble Pie,0,No,4.0outof5,,200
Refills Eatery And Beverages,0,No,3.8outof5,,450
Raj Rasoi,0,No,3.5outof5,,250
Dosalicious,0,No,3.3outof5,,150
Attic Lounge,0,Yes,4.0outof5,"Pizza, Pasta, Mocktails, Malai Tikka, Noodles, Chicken Tikka, Spaghetti",700
Bistro Claytopia,0,Yes,4.1outof5,"Burgers, Coffee, Cappuccino, Barbeque Burger, Sandwiches, Spinach Pasta, Sandwich",600
Juice Junction Food Court,0,No,3.7outof5,"Tea, Chai, Sandwiches, Sandwich",250
Aubree Le Chocolatier,0,No,3.5outof5,,300
Only Parathas,0,No,3.3outof5,,
Sunny Cafe & Kitchen,0,Yes,3.8outof5,"Latte, Sandwich, Pizza, Falafel, Pasta, Choco Brownie Shake, Waffles",700
Oye Mithai,0,No,,,200
Meenu Oota Da Maane,0,Yes,4.2outof5,"Sea Food, Neer Dosa, Fish Curry, Chicken Thali, Crab Ghee Roast, Squid Ghee Roast, Murgh Ghee Roast",800
Sober Turtle,0,No,3.4outof5,,250
Tandoori,0,No,,,300
Petoo,0,No,4.0outof5,,400
FreshBakes,0,No,,,350
Sai Mango Tree,0,No,3.6outof5,,500
Hakka Chinese Restaurant,0,No,3.9outof5,"Manchow Soup, Momos, Chicken Hakka Noodles, Chilli Chicken, Roast Chicken, Thai Wings, Malaysian Noodles",600
Andhra Kitchen,0,No,4.0outof5,Biryani,400
Chilld Monk,0,No,3.5outof5,,250
Smoothie Hub,0,No,3.1outof5,,100
